RecordID_Int,ParcelNumber,StreetNumber,StreetName,Unit,UseCode,Style,Grade,Roof,Flooring,Heating,Fireplace,YearBuilt,TotalRooms,Bedrooms,HalfBathrooms,FullBathrooms,BasementGarage,Basement,FinishedBasement,BasementType,ExternalWalls,NumberOfStories,SquareFootageFinishedLiving
8511,41A004700,1621,BRANDYWINE DR,,Single Family,2 Story w/ Bsmt,B -,Architectural Shingles,Hardwood,Heat Pump,0,2006,12,4,1,3,0,1245,1220,Full Basement,Hardy Board,2.00,2715
8512,41A004800,1623,BRANDYWINE DR,,Single Family,2 Story (Avg),B,Architectural Shingles,Hardwood,Heat Pump,1,2007,9,4,1,3,0,1020,620,Partial Basement,Hardy Board,2.00,2222
8513,41A004900,1625,BRANDYWINE DR,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Heat Pump,1,2007,11,4,1,3,0,1245,569,Full Basement,Hardy Board,2.00,2715
8514,41A005000,1629,BRANDYWINE DR,,Single Family,4-Level Split,C++,Shingles,Hardwood,Forced Air,2,1958,8,4,1,2,0,1362,862,Walkout Basement,Brick Veneer,1,1486
8515,41A006000,1631,BRANDYWINE DR,,Single Family,1 Story,B,Architectural Shingles,Hardwood,Forced Air,2,1958,9,5,0,4,0,2180,1331,Full Basement,Brick Veneer,1.00,2180
8516,41A007000,1633,BRANDYWINE DR,,Single Family,Contemporary,B -,Shingles,Hardwood,Forced Air,1,1980,6,3,0,2,0,588,,Partial Basement,Wood,2.00,1680
8517,41A008000,1637,BRANDYWINE DR,,Single Family,2 Sty Contemporary,B,Metal,Hardwood,Heat Pump,1,1973,11,3,1,2,0,638,625,Partial Basement,Wood,2.00,2955
8518,41A009000,1614,BRANDYWINE DR,,Single Family,2 Story (Avg),A -,Metal,Hardwood,Forced Air,1,1984,6,3,1,2,0,1102,972,Full Basement,Logs,2.00,1606
8519,41A010000,1616,BRANDYWINE DR,,Single Family,Split-Level (Avg),C +,Architectural Shingles,Hardwood,Forced Air,1,1957,7,3,1,2,1,1728,675,Full Basement,Brick Veneer,1.00,1769
8520,41A011000,1618,BRANDYWINE DR,,Single Family-1 Conversion,1 Sty (Avg),B,Architectural Shingles,Hardwood,Forced Air,1,1960,10,4,1,2,0,,,No Basement,Brick Veneer,1.00,3183
8521,41A012000,1620,BRANDYWINE DR,,Single Family,Split-Level (Avg),B -,Shakes,Hardwood,Forced Air,2,1956,10,3,1,2,0,1050,,Partial Basement,Brick Veneer,1.00,2090
8522,41A013000,1622,BRANDYWINE DR,,Single Family,Split-Level (Avg),B -,Shingles,Hardwood,Forced Air,1,1960,8,4,0,3,0,952,952,Partial Basement,Brick Veneer,1.00,2485
8523,41A014000,1624,BRANDYWINE DR,,Single Family,2 Story (Avg),B,Shingles,Hardwood,Forced Air,1,1960,8,4,1,2,0,825,453,Full Basement,Brick Veneer,2.00,1650
8524,41A015000,1626,BRANDYWINE DR,,Single Family,1 Story,B -,Shingles,Hardwood,Heat Pump,2,1960,8,3,1,2,0,2067,1022,Full Basement,Brick Veneer,1.00,2067
8525,41A016000,1628,BRANDYWINE DR,,Single Family,Split-Level (Avg),B -,Architectural Shingles,Hardwood,Forced Air,1,1959,7,2,1,2,2,1778,1050,Partial Basement,Brick Veneer,1.00,2506
8526,41A017000,1630,BRANDYWINE DR,,Single Family,2 Sty Excellent,B++,Architectural Shingles,Hardwood,Forced Air,2,1958,10,5,1,3,0,1247,423,Partial Basement,Brick Veneer,2.00,2995
8527,41A018000,1632,BRANDYWINE DR,,Single Family,1.5 Story,B -,Architectural Shingles,Hardwood,Forced Air,2,1959,7,3,0,3,0,1275,773,Full Basement,Brick Veneer,1.50,1977
8528,41A019000,1634,BRANDYWINE DR,,Single Family,1 Sty w/ Bsmt,B -,Architectural Shingles,Hardwood,Forced Air,2,1960,8,3,0,2,2,1566,471,Partial Basement,Brick Veneer,1.00,1890
8529,41A020000,1720,KING MOUNTAIN RD,,Single Family,1 Sty w/ Bsmt,C +,Architectural Shingles,Hardwood,Forced Air,2,1956,6,3,0,2,0,1538,422,Partial Basement,Brick Veneer,1.00,1846
8530,41A021000,1718,KING MOUNTAIN RD,,Single Family,1 Sty w/ Bsmt,B -,Shingles,Hardwood,Forced Air,1,1958,6,3,0,2,0,1132,1396,Full Basement,Brick Veneer,1.00,2208
8531,41A022000,1716,KING MOUNTAIN RD,,Single Family,1.5 Story,B,Architectural Shingles,Hardwood,Forced Air,1,1958,8,4,0,2,0,1288,200,Full Basement,Brick Veneer,1.50,2344
8532,41A023000,1714,KING MOUNTAIN RD,,Single Family,1.5 Story,B +,Architectural Shingles,Hardwood,Forced Air,2,1959,10,5,0,4,0,1798,446,Full Basement,Brick Veneer,1.50,3147
8533,41A024000,1712,KING MOUNTAIN RD,,Single Family,4-Level Split,B -,Shingles,Hardwood,Forced Air,2,1963,8,4,1,2,1,1300,300,Partial Basement,Brick Veneer,1.00,1300
8534,41A025000,1710,KING MOUNTAIN RD,,Single Family,1.5 Sty (Avg),B -,Architectural Shingles,Hardwood,Forced Air,1,1958,8,4,0,2,0,1288,633,Partial Basement,Brick Veneer,1.50,2338
8535,41A026000,1708,KING MOUNTAIN RD,,Single Family,1 Sty w/ Bsmt,B -,Architectural Shingles,Hardwood,Forced Air,1,1957,9,5,0,3,0,1560,1405,Partial Basement,Brick Veneer,1.00,1704
8536,41A027000,1704,KING MOUNTAIN RD,,Single Family,1 Story,B -,Shingles,Hardwood,Forced Air,1,1957,6,3,0,2,0,1345,,Partial Basement,Brick Veneer,1.00,1514
8537,41A028000,1702,KING MOUNTAIN RD,,Single Family,1 Story,B -,Shingles,Hardwood,Forced Air,2,1956,9,4,0,3,0,783,809,Partial Basement,Wood,1.00,2307
8538,41A029000,1700,KING MOUNTAIN RD,,Single Family,Split-Level (Avg),B -,Architectural Shingles,Tile,Forced Air,1,1957,7,3,1,2,2,912,,Partial Basement,Brick Veneer,1.00,1637
8539,41A030000,1703,KING MOUNTAIN RD,,Single Family,1 Story,B -,Shingles,Hardwood,Forced Air,2,1958,7,4,0,2,0,,,No Basement,Wood,1.00,2022
8540,41A031000,1701,KING MOUNTAIN RD,,Single Family,1 Story,C++,Shingles,Hardwood,Forced Air,2,1956,7,2,0,3,0,728,386,Partial Basement,Wood,1.00,2212
8541,41A032000,1619,KING MOUNTAIN RD,,Single Family,1 Story,B -,Shingles,Hardwood,Forced Air,1,1957,8,3,0,2,1,1577,1262,Full Basement,Brick Veneer,1.00,1563
8542,41A033000,1620,KING MOUNTAIN RD,,Single Family,1 Sty w/ Bsmt,B -,Architectural Shingles,Hardwood,Forced Air,1,1959,8,4,0,3,0,1447,954,Full Basement,Brick Veneer,1.00,1447
8543,41A034000,1618,KING MOUNTAIN RD,,Single Family,1.5 Story,B++,Architectural Shingles,W/W Carpet,Heat Pump,2,1957,11,4,1,2,0,1148,862,Full Basement,Brick Veneer,1.90,3265
8544,41A035000,1701,KENWOOD LN,,Single Family,1 Story,B -,Shingles,Hardwood,Hot Water Radiator,1,1950,9,3,0,2,0,,,No Basement,Brick Veneer,1.00,2628
8545,41A036000,1705,KENWOOD LN,,Single Family,1 Story,B +,Architectural Shingles,Hardwood,Heat Pump,2,1968,7,3,1,2,0,1640,,Partial Basement,Brick Veneer,1.00,3062
8546,41A037000,1707,KENWOOD LN,,Single Family,4-Level Split,B -,Shingles,Hardwood,Hot Water Radiator,2,1960,11,4,0,3,0,1854,1678,Partial Basement,Brick Veneer,1.00,2418
8547,41A038000,1711,KENWOOD LN,,Single Family,2 Story,A -,Architectural Shingles,Hardwood,Baseboard,4,1960,10,4,1,4,0,1281,940,Full Basement,Brick Veneer,2.00,3172
8548,41A039000,1715,KENWOOD LN,,Single Family,4-Level Split,B -,Architectural Shingles,Hardwood,Forced Air,2,1960,9,4,0,3,0,1940,900,Partial Basement,Brick Veneer,1.00,2195
8549,41A040000,1645,KEITH VALLEY RD,,Single Family,1.5 Story,A -,Architectural Shingles,Hardwood,Forced Air,2,1949,11,4,0,3,0,,,No Basement,Brick Veneer,1.50,2965
8550,41A041000,1643,KEITH VALLEY RD,,Single Family,2 Story,A++,Architectural Shingles,Hardwood,Forced Air,2,1953,8,6,2,6,0,1340,720,Partial Basement,Brick Veneer,1.00,5794
8551,41A042000,1639,KEITH VALLEY RD,,Vacant Land,,,,,,,,,,,,,0,0,,,,
8552,41A043000,1631,KEITH VALLEY RD,,Single Family-1 Conversion,1 Story,A,Slate,Hardwood,Radiant,1,1940,9,4,1,4,0,494,,Partial Basement,Stone,1.00,3001
8553,41A044000,1629,KEITH VALLEY RD,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,2,1941,10,3,0,3,0,,,No Basement,Wood,1.25,3431
8554,41A045000,1625,KEITH VALLEY RD,,Single Family,1.5 Story,B -,Shingles,Hardwood,Forced Air,2,1960,8,3,1,3,0,1798,455,Full Basement,Brick Veneer,1.50,2697
8555,41A046000,1615,KEITH VALLEY RD,,Single Family,1 Sty w/ Bsmt,A,Shingles,Hardwood,Hot Water Radiator,3,1790,7,2,1,2,0,696,200,Partial Basement,Wood,1.00,2996
8556,41A047000,1611,KEITH VALLEY RD,,Single Family,1.5 Story,B++,Architectural Shingles,Hardwood,Hot Water Radiator,1,1939,6,4,0,3,0,1249,,Partial Basement,Wood,1.25,2441
8557,41A047000,1611,KEITH VALLEY RD,,Single Family,1.5 Story,B++,Metal,Hardwood,Heat Pump,No dat,2013,3,1,0,1,0,,,No Basement,Hardy Board,1.66,806
8558,41A048000,1607,KEITH VALLEY RD,,Single Family,4-Level Split,B -,Shingles,Hardwood,Forced Air,2,1960,7,3,0,2,0,1316,644,Full Basement,Brick Veneer,1.00,1316
8559,41A049000,1605,KEITH VALLEY RD,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Hot Water Radiator,2,1950,10,4,2,3,0,695,,Full Basement,Wood,2.00,3630
8560,41A050000,1608,KEITH VALLEY RD,,Single Family,1 Story,C++,Shingles,Hardwood,Forced Air,2,1948,6,3,0,2,0,1404,273,Partial Basement,Wood Shingle,1.00,1792
8561,41A050100,1606,KEITH VALLEY RD,,Single Family,1.5 Sty (Avg),B -,Architectural Shingles,Hardwood,Forced Air,2,1973,9,4,0,3,0,,,No Basement,Aluminum,1.75,3299
8562,41A051000,1612,KEITH VALLEY RD,,Single Family,1 Sty w/ Bsmt,B,Metal,Hardwood,Hot Water Radiator,1,1951,7,4,0,3,0,1040,,Partial Basement,Brick Veneer,1.00,1754
8563,41A052000,1614,KEITH VALLEY RD,,Single Family,1 Sty Transitional,B,Metal,Hardwood,Forced Air,1,1972,11,4,0,4,0,1094,1094,Partial Basement,Wood,1.00,2404
8564,41A053000,1616,KEITH VALLEY RD,,Single Family,2 Story,B++,Architectural Shingles,Hardwood,Forced Air,2,1972,9,4,1,3,0,,,No Basement,Brick Veneer,2.00,3550
8565,41A054000,1618,KEITH VALLEY RD,,Single Family,1.5 Story,A,Architectural Shingles,Hardwood,Forced Air,1,1983,8,3,1,3,0,,,No Basement,Wood,1.50,1952
8566,41A055000,1620,KEITH VALLEY RD,,Single Family,1 Sty Transitional,B,Rubber,Hardwood,Forced Air,1,1973,9,4,1,3,0,903,812,Partial Basement,Wood,1.00,3262
8567,41A056000,1628,KEITH VALLEY RD,,Single Family,1 Sty w/ Bsmt,B,Architectural Shingles,Hardwood,Forced Air,2,1957,13,4,0,3,0,1484,1000,Partial Basement,Brick Veneer,1.00,1848
8568,41A057000,1637,ST ANNES RD,,Single Family,1 Sty w/ Bsmt,B,Shingles,Hardwood,Forced Air,2,1957,10,5,1,3,0,2471,660,Partial Basement,Brick Veneer,1.00,3231
8569,41A057100,1635,ST ANNES RD,,Vacant Land,,,,,,,,,,,,,0,0,,,,
8570,41A058000,1631,ST ANNES RD,,Single Family,1.5 Story,B -,Architectural Shingles,Hardwood,Forced Air,2,1956,6,3,0,4,0,1795,1346,Full Basement,Brick Veneer,1.50,2693
8571,41A059000,1627,ST ANNES RD,,Single Family,1 Story,C +,Architectural Shingles,Hardwood,Forced Air,1,1955,8,3,No dat,3,0,1576,539,Full Basement,Brick Veneer,1.00,1576
8572,41A060000,1625,ST ANNES RD,,Single Family,1 Sty w/ Bsmt,B,Architectural Shingles,Hardwood,Forced Air,2,1958,9,4,0,3,0,1844,1257,Partial Basement,Brick Veneer,1.00,1844
8573,41A061000,1623,ST ANNES RD,,Single Family,1 Sty w/ Bsmt,B -,Architectural Shingles,Hardwood,Forced Air,2,1955,7,3,0,2,0,1269,617,Full Basement,Brick Veneer,1.00,1269
8574,41A062000,1617,ST ANNES RD,,Single Family-1 Conversion,Split-Level (Avg),B++,Architectural Shingles,Hardwood,Forced Air,2,1960,11,5,1,3,0,1508,840,Full Basement,Brick Veneer,1.00,2232
8575,41A063000,1613,ST ANNES RD,,Single Family,2 Story (Avg),A,Metal,Hardwood,Forced Air,1,1940,9,4,3,3,1,1519,545,Partial Basement,Brick Veneer,2.00,2983
8576,41A064000,1609,ST ANNES RD,,Single Family,1.5 Story,B -,Shingles,Hardwood,Hot Water Radiator,2,1950,12,3,1,3,0,1620,785,Partial Basement,Wood,1.50,2719
8577,41A065000,1607,ST ANNES RD,,Single Family,1.5 Sty (Avg),C++,Shingles,Pre-Fab Wd,Hot Water Radiator,3,1955,10,5,1,3,0,1908,864,Full Basement,Wood,1.50,2535
8578,41A066000,1610,ST ANNES RD,,Single Family,1 Story,B +,Architectural Shingles,Hardwood,Forced Air,1,1953,10,4,0,2,0,,,No Basement,Brick Veneer,1.00,3050
8579,41A067000,1616,ST ANNES RD,,Single Family,1 Story,B -,Shingles,Hardwood,Hot Water Radiator,2,1956,7,3,1,2,0,1323,661,Partial Basement,Brick Veneer,1.00,1873
8580,41A068000,1618,ST ANNES RD,,Single Family,1 Sty No Bsmt,B,Architectural Shingles,Hardwood,Hot Water Radiator,1,1956,7,3,1,2,0,,,No Basement,Brick Veneer,1.00,2120
8581,41A069000,1620,ST ANNES RD,,Single Family,1 Story,B +,Architectural Shingles,Hardwood,Heat Pump,2,1948,8,4,0,3,0,,,No Basement,Brick Veneer,1.00,3240
8582,41A070000,1626,ST ANNES RD,,Single Family,2 Story,A,Shingles,Hardwood,Hot Water Radiator,2,1940,9,4,1,3,0,444,,Partial Basement,Brick Veneer,2.00,2984
8583,41A071000,1628,ST ANNES RD,,Single Family,1 Story,B++,Architectural Shingles,Hardwood,Heat Pump,1,1950,6,2,1,2,0,,,No Basement,Brick Veneer,1.00,1800
8584,41A072000,1630,ST ANNES RD,,Single Family,1 Sty w/ Bsmt,B -,Shingles,Hardwood,Forced Air,2,1960,7,3,0,2,0,1652,369,Full Basement,Brick Veneer,1.00,1652
8585,41A073000,1632,ST ANNES RD,,Single Family,1.5 Story,B +,Shingles,Hardwood,Hot Water Radiator,1,1950,10,4,0,2,0,903,,Partial Basement,Brick Veneer,1.50,1818
8586,41A074000,1634,ST ANNES RD,,Single Family,1.5 Story,A,Architectural Shingles,Hardwood,Hot Water Radiator,2,1948,10,5,0,6,0,1010,330,Partial Basement,Brick Veneer,1.75,3403
8587,41A075000,1636,ST ANNES RD,,Single Family,1.5 Story,B,Shingles,Tile,Forced Air,1,1973,10,5,1,4,0,957,,Partial Basement,Wood Shingle,1.75,3356
8588,41A076000,1644,ST ANNES RD,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,2,1950,8,3,1,2,0,936,642,Partial Basement,Brick Veneer,1.00,1821
8589,41A077000,1646,KEITH VALLEY RD,,Single Family,Split-Level (Avg),B +,Architectural Shingles,Hardwood,Hot Water Radiator,2,1959,8,5,1,3,1,1784,1498,Partial Basement,Brick Veneer,1.50,2648
8590,41A078000,1714,KENWOOD LN,,Single Family,1 Sty w/ Bsmt,B,Shingles,Hardwood,Heat Pump,2,1955,14,5,0,2,0,1596,1596,Partial Basement,Brick Veneer,1.00,1816
8591,41A079000,1708,KENWOOD LN,,Single Family,1 Sty w/ Bsmt,B,Shingles,W/W Carpet,Hot Water Radiator,1,1959,9,5,0,3,0,2112,528,Partial Basement,Brick Veneer,1.00,2324
8592,41A080000,1704,KENWOOD LN,,Single Family,1 Story,B,Architectural Shingles,Hardwood,Forced Air,2,1956,9,4,1,3,1,2873,948,Full Basement,Brick Veneer,1.00,2899
8593,41A081000,1700,KENWOOD LN,,Single Family,1.5 Story,B,Shingles,Other,Forced Air,2,1950,10,3,0,4,0,655,453,Partial Basement,Brick Veneer,1.50,2021
8594,41A082000,1719,MEADOWBROOK HEIGHTS RD,,Single Family,1 Sty w/ Bsmt,B +,Architectural Shingles,Hardwood,Forced Air,1,1952,6,3,1,2,0,1066,,Partial Basement,Brick Veneer,1.00,2294
8595,41A083000,1717,MEADOWBROOK HEIGHTS RD,,Single Family,1 Sty w/ Bsmt,B++,Architectural Shingles,Hardwood,Forced Air,2,1956,7,3,0,2,0,1782,880,Full Basement,Brick Veneer,1.00,1782
8596,41A084000,1715,MEADOWBROOK HEIGHTS RD,,Single Family,1 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1944,7,4,1,3,0,,,No Basement,Brick Veneer,1.00,2862
8597,41A085000,1713,MEADOWBROOK HEIGHTS RD,,Single Family,1.5 Story,B,Architectural Shingles,Hardwood,Hot Water Radiator,1,1955,10,3,0,4,0,1073,,Partial Basement,Brick Veneer,1.50,2574
8598,41A086000,1711,MEADOWBROOK HEIGHTS RD,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,2,1955,7,3,0,3,0,1508,502,Partial Basement,Brick Veneer,1.00,1670
8599,41A087000,1621,MEADOWBROOK HEIGHTS RD,,Single Family,1.5 Story,B,Shingles,Hardwood,Forced Air,1,1956,12,3,1,3,2,1755,351,Full Basement,Brick Veneer,1.50,1863
8600,41A088000,1619,MEADOWBROOK HEIGHTS RD,,Single Family,1 Sty w/ Bsmt,B,Shingles,Hardwood,Hot Water Radiator,2,1949,9,3,1,3,0,1122,654,Partial Basement,Brick Veneer,1.00,2188
8601,41A089000,1615,MEADOWBROOK HEIGHTS RD,,Single Family,1 Story,B -,Shingles,Hardwood,Hot Water Radiator,1,1962,6,3,0,2,1,1682,,Full Basement,Brick Veneer,1.00,1682
8602,41A090000,1613,MEADOWBROOK HEIGHTS RD,,Single Family,1.5 Story,B +,Architectural Shingles,Hardwood,Hot Water Radiator,1,1940,7,3,0,2,0,736,100,Partial Basement,Brick Veneer,1.75,1627
8603,41A091000,1609,MEADOWBROOK HEIGHTS RD,,Single Family,1 Sty (Avg),C++,Shingles,Hardwood,Hot Water Radiator,0,1947,7,2,1,2,0,,,No Basement,Aluminum,1.5,1284
8604,41A092000,1616,GROVE RD,,Single Family-1 Conversion,1 Story,C++,Architectural Shingles,Hardwood,Forced Air,2,1955,9,3,0,3,0,1168,945,Partial Basement,Aluminum,1.00,1448
8605,41A093000,1612,GROVE RD,,Single Family,1 Sty w/ Bsmt,B -,Shingles,Hardwood,Forced Air,1,1954,6,2,0,1,0,1520,387,Full Basement,Brick Veneer,1.00,1520
8606,41A094000,0,GROVE RD,,Vacant Land,,,,,,,,,,,,,0,0,,,,
8607,41A095000,1608,GROVE RD,,Single Family,1 Story,B -,Architectural Shingles,Hardwood,Forced Air,1,1956,9,3,0,3,0,1612,1249,Full Basement,Brick Veneer,1.00,1612
8608,41A096000,1605,GROVE RD,,Single Family,2 Sty No Bsmt,B,Shingles,Hardwood,Hot Water Radiator,1,1957,8,3,1,2,0,,,No Basement,Brick Veneer,2.00,2313
8609,41A097000,1607,GROVE RD,,Single Family,1 Story,B,Architectural Shingles,Hardwood,Forced Air,2,1953,8,3,0,3,0,1558,1188,Full Basement,Brick Veneer,1.00,1788
8610,41A098000,1611,GROVE RD,,Single Family,1.5 Story,B,Shingles,Other,Forced Air,1,1956,7,3,0,2,0,882,550,Partial Basement,Wood,1.50,1643
8611,41A099000,1610,MEADOWBROOK HEIGHTS RD,,Single Family,1 Sty w/ Bsmt,C++,Shingles,Hardwood,Forced Air,2,1937,8,3,1,2,0,1132,550,Full Basement,Wood,1.00,1132
8612,41A100000,1614,MEADOWBROOK HEIGHTS RD,,Single Family,1.5 Story,B,Architectural Shingles,Hardwood,Hot Water Radiator,2,1940,9,3,1,3,0,770,381,Partial Basement,Brick Veneer,1.50,2248
8613,41A101000,100,WARREN LN,,Single Family,1.5 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1937,7,4,0,3,0,395,,Partial Basement,Wood Shingle,1.50,2062
8614,41A101100,1616,MEADOWBROOK HEIGHTS RD,,Single Family,1.5 Story,B++,Architectural Shingles,Hardwood,Forced Air,2,1985,8,3,0,3,0,840,426,Partial Basement,Hardy Board,1.75,2058
8615,41A101200,1618,MEADOWBROOK HEIGHTS RD,,Single Family,3 Story,B++,Metal,Other,Forced Air,0,1996,6,1,2,2,0,858,390,Full Basement,Stucco,3.00,2184
8616,41A101300,0,WARREN LN,,Vacant Land,,,,,,,,,,,,,0,0,,,,
8617,41A102000,105,WARREN LN,,Single Family,2 Story,B,Shingles,Other,Baseboard,2,1966,8,4,1,3,0,900,881,Full Basement,Wood Shingle,2.00,2122
8618,41A103000,103,WARREN LN,,Single Family,1 Sty w/ Bsmt,B++,Architectural Shingles,Hardwood,Forced Air,3,1966,11,5,0,3,0,1706,1626,Walkout Basement,Brick Veneer,1.00,1860
8619,41A103000,103,WARREN LN,,Single Family,No Style,C,N/A,None,Not Applicable,0,0,0,0,0,0,0,0,0,Partial Basement,Not Applicable,0.00,0
8620,41A104000,1626,MEADOWBROOK HEIGHTS RD,,Single Family,Split-Foyer (Avg),B -,Shingles,Hardwood,Forced Air,2,1966,8,4,0,2,0,1353,1353,Full Basement,Brick Veneer,1.00,1350
8621,41A105000,1628,MEADOWBROOK HEIGHTS RD,,Single Family,1 Story,B,Architectural Shingles,Hardwood,Forced Air,2,1938,7,3,0,2,0,806,806,Partial Basement,Wood,1.00,884
8622,41A106000,1630,MEADOWBROOK HEIGHTS RD,,Single Family,1 Sty w/ Bsmt,B,Architectural Shingles,Hardwood,Forced Air,2,1964,6,4,0,3,0,1425,1011,Full Basement,Brick Veneer,1.00,1425
8623,41A107000,102,KENWOOD CIR,,Single Family,1 Sty w/ Bsmt,B -,Shingles,Hardwood,Hot Water Radiator,2,1953,9,4,1,2,0,1492,746,Partial Basement,Brick Veneer,1.00,1682
8624,41A108000,1632,MEADOWBROOK HEIGHTS RD,,Duplex,1 Sty (Avg),B -,Architectural Shingles,Hardwood,Hot Water Radiator,3,1958,10,5,0,3,0,1300,959,Partial Basement,Brick Veneer,1.00,2375
8625,41A109000,1636,MEADOWBROOK HEIGHTS RD,,Single Family,1 Sty w/ Bsmt,B -,Shingles,Hardwood,Forced Air,1,1964,7,3,0,2,0,1274,1070,Full Basement,Brick Veneer,1.00,1274
8626,41A110000,1618,KENWOOD LN,,Single Family,1 Sty w/ Bsmt,B,Shingles,Hardwood,Hot Water Radiator,2,1949,8,3,0,4,0,504,348,Partial Basement,Brick Veneer,1.00,1892
8627,41A111000,1616,KENWOOD LN,,Single Family,1 Story,B -,Shingles,Hardwood,Hot Water Radiator,1,1956,7,2,0,2,0,1629,,Partial Basement,Brick Veneer,1.00,1921
8628,41A112000,1619,KENWOOD LN,,Single Family,1 Story,B,Shingles,None,Hot Water Radiator,2,1950,5,2,0,3,0,1718,,Full Basement,Brick Veneer,1.00,1699
8629,41A113000,1615,KENWOOD LN,,Single Family,1 Story,B -,Shingles,Hardwood,Forced Air,2,1955,7,3,0,2,0,2141,1400,Full Basement,Brick Veneer,1.00,2198
8630,41B001000,901,SEMINOLE TR,,Vacant Land,,,,,,,,,,,,,0,0,,,,
8631,41B004A00,0,HYDRAULIC RD,,Vacant Land,,,,,,,,,,,,,0,0,,,,
8632,41B005A00,2111,MICHIE DR,,Apartments 1-10 units,No data,No data,No data,No data,No data,No dat,,No dat,No dat,No dat,No dat,No dat,0,0,No data,No data,No dat,
8633,41B006000,2100,MICHIE DR,,Vacant Land,,,,,,,,,,,,,0,0,,,,
8634,41B008100,0,INDIA RD,,Parking Lot,,,,,,,,,,,,,0,0,,,,
8635,41B012001,0,INDIA RD,,Vacant Land,Vacant Land,No data,No data,No data,No data,No dat,,No dat,No dat,No dat,No dat,No dat,0,0,No data,No data,No dat,
8636,41B015700,0,HILLSDALE DR,,Parking Lot,,,,,,,,,,,,,0,0,,,,
8637,41D001000,1804,MEADOWBROOK HEIGHTS RD,,Single Family,Contemporary,B -,Architectural Shingles,Hardwood,Forced Air,1,1963,7,3,0,2,0,1088,1100,Partial Basement,Asbestos,1.00,1346
8638,41D002000,1808,MEADOWBROOK HEIGHTS RD,,Single Family,1 Sty w/ Bsmt,B -,Architectural Shingles,Hardwood,Heat Pump,2,1984,11,4,0,3,0,1488,1166,Full Basement,Wood,1.00,2244
8639,41D003000,1705,KING MOUNTAIN RD,,Single Family,1 Sty w/ Bsmt,B -,Shingles,Other,Hot Water Radiator,2,1969,6,2,1,1,0,1197,605,Full Basement,Brick Veneer,1.00,1197
8640,41D004000,1707,KING MOUNTAIN RD,,Single Family,1 Sty w/ Bsmt,B -,Shingles,Hardwood,Forced Air,1,1958,7,3,0,2,0,1448,942,Full Basement,Brick Veneer,1.00,1448
8641,41D005000,1709,KING MOUNTAIN RD,,Single Family,1 Story,B -,Shingles,Hardwood,Forced Air,2,1958,7,3,1,2,0,1496,1061,Partial Basement,Brick Veneer,1.00,1816
8642,41D006000,1711,KING MOUNTAIN RD,,Single Family,1 Story,B -,Shingles,Hardwood,Forced Air,1,1956,7,3,1,2,0,518,,Partial Basement,Wood,1.00,1928
8643,41D007000,1713,KING MOUNTAIN RD,,Single Family,Split-Level (Avg),B -,Shingles,Hardwood,Forced Air,1,1959,7,4,1,2,1,1139,,Partial Basement,Brick Veneer,1.00,2360
8644,41D008000,1715,KING MOUNTAIN RD,,Single Family,1 Story,B++,Architectural Shingles,Hardwood,Forced Air,1,1958,10,4,1,2,0,1980,0,Full Basement,Brick Veneer,1.00,1980
8645,41D009000,1717,KING MOUNTAIN RD,,Single Family,1.5 Story,B +,Shingles,Hardwood,Forced Air,2,1959,10,3,0,2,0,1288,950,Full Basement,Brick Veneer,1.66,2138
8646,41D010000,1642,BRANDYWINE DR,,Single Family,1 Story,B -,Architectural Shingles,Hardwood,Forced Air,1,1957,14,4,0,3,0,1674,1400,Partial Basement,Brick Veneer,1.00,1854
8647,41D011000,1720,ESSEX RD,,Single Family,1 Sty w/ Bsmt,B -,Shingles,Hardwood,Forced Air,2,1958,6,3,1,2,0,1499,767,Full Basement,Brick Veneer,1.00,1499
8648,41D012000,1718,ESSEX RD,,Single Family,1 Story,C++,Architectural Shingles,Hardwood,Forced Air,1,1956,6,3,0,2,0,1840,170,Full Basement,Brick Veneer,1.00,1840
8649,41D013000,1716,ESSEX RD,,Single Family,1 Story,B -,Shingles,None,Forced Air,1,1957,7,4,0,2,0,2087,,Full Basement,Brick Veneer,1.00,2087
8650,41D014000,1714,ESSEX RD,,Single Family,1 Sty w/ Bsmt,B,Architectural Shingles,Hardwood,Forced Air,2,1959,7,3,0,2,0,795,430,Partial Basement,Brick Veneer,1.00,1829
8651,41D015000,1712,ESSEX RD,,Single Family,4-Level Split,B -,Shingles,Hardwood,Forced Air,1,1958,8,4,0,3,0,1736,,Full Basement,Brick Veneer,2.00,1736
